,TITLE,DESCRIPTION,BULLET_POINTS,BRAND,BROWSE_NODE_ID
682,"Cooler Master Glacer 240L - PC CPU Liquid Water Cooling System, Expandable Kit with 240mm Radiator and 2 Fans","Glacer 240L Semi-DIY CPU water cooler, designed in the United States in a joint effort between Swiftech and Cooler Master. It's built to be a factory filled and sealed All-in-One closed loop water coo",,Cooler Master,245
683,Paul Sweet,,,,4
684,Plastic Point Nozzle Sewing Machine Oil Bottle 250ml 2pcs Green,"The oil bottle is used in sewing machine, maintenance industry, etc.Designed with orangle plastic pointy nozzle, clear white bottle.Bottle ONLY. Oil or liquid not included here","[Product Name : Sewing Machine Oil Bottle;Capacity : 250mL,Material : Plastic;Size : 7 x 18.5cm/2.7'' x 7.1'' (Max. D*H),Color : Clear White, Green,Weight : 50g,Package Content : 2 x Sewing Machine Oil Bottle]",Sellify,684
685,"Seiko Melody in Motion Wall Clock (44.3 cm x 40.5 cm x 9.7 cm, Brown, QXM291BN)",,"[Material: Plastic case, Case Color: Brown Marble pattern, Dial Color: Multicolor,Package Contents: 1 Melody in Motion Wall Clock,Item Size: 44.3 cm x 40.5 cm x 9.7 cm,On the hour, the clock plays a melody (18 Hi-Fi melodies : A, B & X + opening and ending),Light sensor disengages all melodies and motion when it becomes dark,Demonstration button,Volume control,One way rotating pendulum]",Seiko,653
686,TaoTronics TT-SL032 Indoor and Outdoor Led String Lights Waterproof 100 LED Warm White Color on Copper Wire 33ft LED Starry Light with CE certified 5v Power Adapter For Christmas Wedding and Party(Both Led light and Adapter are WaterProof),"Popular Seller of STRING LIGHTS on Amazon, more than 5 million satisfied customers and growing, 12 months warranty + 6 month extended after registration, and 24/7 customer support.;Cost effective and energy efficient. The LED String Starry Light will not overheat after many hours of usage. You can safely touch it even after 14 hours of usage;Waterproof Power Adapter, Low profile that is easy to hide away and disappear from the scene. Its safety is guaranteed with UL certification.Copper wires are also waterproof, so there is no any problem to use it in the rain.;2700-2900K warm white-yellow Mini Led Lights are so bright and they illuminate a dark corner and create a romantic sentiment. the Decor light is perfect for spice up your decoration and add welcome feelings to your party, restaurant and shops;High quality copper wire that is thin and flexible and coiled with paper tub so it will never make a mess, easy storage and ready for next use, reel in the string lights to keep it tidy, organized and easy to be untied.The Copper Wire Lights can be easily bended, and shaped around plants, signs, furniture and almost everything else.","[LED String Lights 33 ft with 100 LEDs, TaoTronics Waterproof Decorative Lights for Bedroom, Patio, Parties ( Copper Wire Lights, Warm White ),Large]",TaoTronics,686
687,3D Modern Contemporary Solid Color Quiet Wall Clock - 13-inch Round White,"This basic solid color clock with innovative 3D numbers design is a great addition to any room with modern features. With a quiet, low-pitch tick and smooth sweeping movement of clock hands, you can be assured of a peaceful environment for your loved ones. Clock is easy to maintain and clean.",,Kohnore,4
688,Crusader Mk I/II WWII British Cruiser Tank - Bolt Action,,,Warlord Games,688
689,Member's Mark Vitamin C with Natural Rose Hips - 1000mg - 500 ct. tablets,###############################################################################################################################################################################################################################################################,Member's Mark Vitamin C with Natural Rose Hips - 1000mg - 500 ct. tablets,,689
690,Calm Anger 100% Pure,,,Fabulous Frannie,154
691,"IMPULSE! Moroccan Bowl, Red",,"[Hand-crafted glass,Foil application/metallic finish,Decorative glass pattern,Textured underside,Hand wash only]",Impulse,691
692,LEGRAND Wiremold - In-Wall Speaker Cable Kit CMK65,,,Wiremold,692
693,Magnetic shielding film MCF5 3 Linear Feet,,,,693
694,"Fantasy Crystal Woody Stainless Steel Serving Spoon Set, Multicolour (6 piece)","The everyday pleasures of good food even more enjoyable. The assurance of fine quality and attention to detail at every price level. Whether it is breakfast with family, dining with friends, or a festive barbecue in the garden, we have a suitable product for every occasion. With 6 of everything, it's got all the essentials for everyday life.","[Made with Dual Gauge Cup Rolled Process,Elegant Wood Finish Stainless Steel Handle,Corrossion Resistant Stainless Steel,Package contains - 6 pieces Table Serving Spoon Set with Stand]",Fantasy Crystal,694
695,1210 3528 SMD 18 LED Angel Eyes Ring White 60MM,"This listing provides a pair of state of the art 1210 3528 SMD LED angel eyes halo rings. The outer size is about 60mm and the inner side is 44mm. 18 LED chips inside totally. The Light Color is White. 1 Pieces Ring angel eyes light. Application: Daytime running light, high beam , turn light, dipped beam headlight, width lamp, fog lamp.These rings are a great customizing addition to your day time running light options inside your headlight as well as foglight. Although it is kind of easy to install, we still suggest that a professional installation is preferred. Also, please make sure the size of the rings matches your cars headlight area before purchase","[Product Name : Car Angel Eye Light;SMD Type : 1210 3528 SMD,Light Color : White;LED Number(Each) : 18,Outside Diameter : 60mm/2.4"";Inside Diameter : 44mm/1.7"",Wire Length : 30cm/ 11.8"";Net Weight : 9g,Packge Content : 1 x Car Angel Eye Light]",Sellify,408
696,Giant Valentines Day Red Teddy Bear Soft with Bigfoot Paws Holds I LOVE YOU Heart Pillow,"This giant red color teddy bear isn't just big and soft, he's REALLY PLUMP (big in all directions). He measures 36 inches (that's 3 feet tall) from rump up to head (that's in the SITTING position). If you unbend his legs and measure him, it would be over 4 feet long). And this big teddy bear is practically as wide as he is tall, and nearly as deep too! He knows how to pack on the pounds, as he is stuffed with mounds and mounds of squishy soft polyester, that turns him into a Giant size pillow in case of an emergency. He's got neat, big-paw imprints on feet, and holds and awesome plush heart pillow that is imprinted with those immortal words I LOVE YOU. If you're looking to send a Giant size LOVE themed teddy bear to someone special. then this big red teddy bear is the perfect gift. This big plush bear is sure to get the attention of , and impress, the lucky special someone that you're sending this to. When it comes to sending a meaningful gift, sometimes nothing but the biggest will do; and if that's the case, then this is YOUR ""I Love You"" teddy bear. Get it now, Send it now. Get lovin' now.","[*NOTE: PHOTOS TAKEN OUTDOORS FOR SIZE COMPARISON * USED FOR DEMONSTRATION PURPOSES ONLY,*NOTE: YOU WILL RECEIVE BRAND NEW MERCHANDISE (that has NEVER been outdoors) - BRAND NEW,Guaranteed to make a BIG impression in size and quality. Stuffed with squishy soft polyester for lots of hugging and snuggling.,Great gift of love for guaranteed big smiles and happy memories. Has big plush heart pillow already stitched on to to chest. Hard to find. Grab it now.,Wins the award for ""plumpest"" giant teddy bear in the world. Start lovin' now, and grab this big plush mega bear Now.]",Big Plush,696
697,Audio Technica ATHADG1 Open-Back Gaming Headset,,,,697
698,"Puma Women's PR Core 3-Inch Shorts, Pool Green/Graphic, Small",,Mesh insert for improved air circulation^Inner Brief^Cool CELL technology,Puma,698
699,Forever Lite Ultra,"Two servings a day of forever lite ultra, prepared with skim milk as directed, supply a full 100% of the reference daily intake (RDI) for the vitamins and minerals shown in the nutrition facts section. Forever lite ultra supplies the 18 amino acids, including essential, non-essential and the branch-chain amino acids. Forever lite ultra is also an integral part of forever's clean 9 program. It will help you take charge of your health and put you on the path to effective and sustained weight management.","[For your low-carb lifestyle,Two shakes provide 100% rdi of numerous vitamins and minerals,Naturally flavored,About 21 servings per can]",Forever Living,699
700,8 x 10 Tombstone Framed Movie Photo by Movie Photos,"Framed Tombstone movie photos come in hand crafted real wood frames with non glare plexi glass.;Approximate size is 8 x 10 inches. Outer frame dimensions are 9.5 x 11.5;Whether you are a collector or just generous with gifts, framed movie photos are perfect for any occasion!;Framed photos come complete with hanging hardware;Frame is first secured to protective cardboard then inserted into shipping carton for added protection","[8 x 10 Tombstone Framed Movie Photo,8 x 10]",Movie Photos,700
701,"Reebok Men's Smoothflex Flyer RS 2.0 Running Shoe,Impact Blue/High Vis Green/Gravel/Silver,9 M US","Engineered with multidirectional flex nodes and a fullheight heel, the SmoothFlex Flyer RS 2.0 running shoe is designed to help your feet move and flex freely without sacrificing that traditional, supportive feel.","[SmoothFlex midsole construction with RealFlex-inspired outsole nodes,FitFrame overlay,Memory foam insole]",Reebok,701
702,Gold Olive Branch Anchor Crown Marine Sailor Badge DIY Applique Embroidered Sew Iron on Patch AC-002,,"[Gold Olive Branch Anchor Crown Marine Sailor Badge DIY Applique Embroidered Sew Iron on Patch AC-002,Brand: Anchor,Gold Olive Branch Anchor Crown Marine Sailor Badge DIY Applique Embroidered Sew Iron on Patch AC-002, Brand: Anchor]",ANCHOR,702
703,Sky mobile Insomnia dual sim Android phone in black,"Internal memory 256MB+512 MB, 32GB External memory suppoprtable","[Dual sim Android (4.0.1 ICS) smartphone,Processor: 1Ghz,3.6 inch multitouch phone ,dual camera (primary 2MP, secondary 0.3MP),Gprs,Edge,Wifi,Bluetooth,1500 mAh battery]",Sky Mobiles,407
704,KOKKIA MarathonS (NEW Black) Sport Fitness Buds : Tiny aptX Ver 4.X Bluetooth Stereo Headset Secure Fit Ear Cushions and Ear Hooks included. Perfect for KOKKIA Tiny iAdapter aptX Transmitter/Transceiver i10s aptX and i10 Tiny Bluetooth iPod Transmitter Bluetooth iPhone / iPad / iPod / Android / Windows Phones etc,,,KOKKIA,4
705,CHARD KS-2 Electric Knife Sharpener,2 Stage Elec Knife Sharpener,"[Best Quality,Chard]",Chard,705
706,Chili Pepper Lights - Fiesta Lights - Red/Green/Yellow Set of 35 by Casa Noel,"Overall Length: 14 Feet 10 Inches Green Wire;Lighted Length: 14 Feet;35 Assorted Yellow, Red And Green Chili Lights Per String;Indoor/Outdoor Use;End To End Connectable; Fused, Stackable Plug","[Chili Pepper Lights - Fiesta Lights - Red/Green/Yellow Set of 35,14' lighted length]",Casa Noel,686
707,"Hot Muggs® Sweetest Mom Ever Ceramic Mug, 315ml, Multicolour",,"[Ideal Gift for Mothers day,Ceramic Mug,Can be used as a coffee mug or a mug for any of your favorite beverages.,Created by Hot Muggs,Contains Only 1 (One) Mug. If you see two mugs in the picture, it is there to show two sides of the mug.]",Hot Muggs,11
708,Panasonic EH-HW19 Hair Straightner (Black),,"[Panasonic hair straightener heats up quickly at 200 degree celsius,Its compact size makes it easy to store and carry it,It has a ceramic coating and comes with easy storage cap,It is a straightner cum curler]",Panasonic,708
709,"Fourwalls Carnation Single (Set of 20, Dark Pink)",,"[Material: Synthetic Cloth, Color: Dark Pink,Package Contents: 20 Flower Stick,Item Size: 8cm x 8cm x 50cm]",Fourwalls,709
710,"Shipwreck Beads 2-Piece Horn Spear Head, 32 by 180mm, Natural",,,,710
711,Univex 8800012 Adaptor,Univex PTO Adapter For MG89 Meat GrinderThis pto adapter from Univex is for the MG89 meat grinder. The meat grinder is perfect for use in restaurants or grocery stores!Model #: 8800012 PTO Adapter Only For MG89 Meat Grinder 580340,"[Genuine OEM Replacement Part,Unisex Corporation has grown to become a leading U.S. manufacturer and distributor of superior quality mixers, slicers, dough processors and more,Use genuine OEM parts for safety reliability and performance]",Univex,711
712,"The Original Kitchen Cooperative LARGE 14.5"" Stainless Steel Dutch Style bread dough whisk for pastry, pizza. Great alternatives to a blender, mixer or hook","THE ORIGINAL DANISH DOUGH WHISK: GET IT-BEFORE YOU KNEAD ANYTHING ELSE! -PERFECT DESIGN - It's the quintessential bread dough whisk, made so that your whisk doesn't accumulate that nasty c","[Bread Bakers best kept secret for Amazing dough every time,Perfect for making all types of doughs: Pizza, pasta, bread, pastry and more,Easy Cleaning Dough Whisk - Rinse and move on. No need to fuss with all the extra wires to clean of a traditional whisk,Material: Professional Grade Stainless steel construction, wood handle for simple gripping]",The Original Kitchen Cooperative,152
